change_id,tags
236_change2,+Contributor|MinorContributor
236_change1,+Complexity|+Size|LowChangeSet|MajorContributor
237_change1,+Contributor|MinorContributor
238_change1,+Contributor|MinorContributor
239_change1,+Contributor|MinorContributor
240_change11,-Size|LowChangeSet|LowCodeChurn|+Contributor|MinorContributor
240_change10,+Size|LowChangeSet|LowCodeChurn|MajorContributor
240_change9,+Size|LowChangeSet|MajorContributor
240_change8,+Size|LowChangeSet|MajorContributor
240_change7,HighHunksCount|+Contributor|MinorContributor
240_change6,+Size|LowChangeSet|MajorContributor
240_change5,-Size|LowChangeSet|LowCodeChurn|MajorContributor
240_change4,+Complexity|+Size|LowChangeSet|MajorContributor
240_change3,-Size|LowChangeSet|HighHunksCount|MajorContributor
240_change2,-Size|LowChangeSet|LowCodeChurn|MajorContributor
240_change1,+Size|LowChangeSet|LowCodeChurn|+Contributor|MinorContributor
241_change2,LowChangeSet|MajorContributor
241_change1,+Complexity|+Size|LowChangeSet|HighHunksCount|LowCodeChurn|MajorContributor
242_change1,+Coupling|+Complexity|+Size|LowChangeSet|HighHunksCount|MajorContributor
243_change8,LowChangeSet|HighHunksCount|MajorContributor
243_change7,+Complexity|+Size|LowChangeSet|MajorContributor
243_change6,-Cohesion|+Complexity|+Size|LowChangeSet|MajorContributor
243_change5,-Cohesion|-Complexity|-Size|LowChangeSet|HighHunksCount|LowCodeChurn|MajorContributor
243_change4,LowChangeSet|MajorContributor
243_change3,+Complexity|+Size|LowChangeSet|LowCodeChurn|MajorContributor
243_change2,-Cohesion|+Coupling|+Complexity|+Size|LowChangeSet|HighHunksCount|MajorContributor
243_change1,+Complexity|LowChangeSet|LowCodeChurn|MajorContributor
244_change1,+Contributor|MinorContributor
245_change1,+Coupling|MajorContributor
247_change2,-Cohesion|+Coupling|+Complexity|+Size|LowChangeSet|HighHunksCount|MajorContributor
247_change1,-Cohesion|+Coupling|+Complexity|+Size|HighHunksCount|LowCodeChurn|MajorContributor
250_change1,+Contributor|MinorContributor
251_change2,+Contributor|MinorContributor
251_change1,+Size|LowChangeSet|MajorContributor
252_change5,-Cohesion|+Complexity|+Size|LowChangeSet|LowCodeChurn|MajorContributor
