items,antecedent,consequent,support_low,support_high,confidence_low,confidence_high,lift_low,lift_high
"+Size, LowChangeSet, MajorContributor","LowChangeSet, MajorContributor",+Size,0.13988074840655199,0.047460140897293286,0.6083457526080477,0.4904214559386973,1.299234905782205,1.6957264957264955
"+Size, LowChangeSet, MinorContributor","LowChangeSet, MinorContributor",+Size,0.03241724350627099,0.01557285873192436,0.46146341463414636,0.375,0.9855404980864798,1.2966346153846153
"+Size, MajorContributor, LowCodeChurn","MajorContributor, LowCodeChurn",+Size,0.11047906243574807,0.041527623285131626,0.4934190388735843,0.3128491620111732,1.0537876458144715,1.081736140954018
"+Size, MinorContributor, LowCodeChurn","MinorContributor, LowCodeChurn",+Size,0.035021588650538005,0.025583982202447165,0.4144363341443633,0.34500000000000003,0.885105467139989,1.1929038461538461
"+Size, RenameRefactoring, MajorContributor","RenameRefactoring, MajorContributor",+Size,0.014049756699335206,,0.4575892857142857,,0.9772665790189027,
"-Cohesion, HighHunksCount, +WordsInDiscussion","HighHunksCount, +WordsInDiscussion",-Cohesion,0.012953190322801728,,0.35931558935361213,,1.8637660022248683,
"-Cohesion, ExtractionRefactoring, HighHunksCount","ExtractionRefactoring, HighHunksCount",-Cohesion,0.020971831951202797,,0.4707692307692308,,2.4418748119992344,
"-Cohesion, LowChangeSet, ExtractionRefactoring","LowChangeSet, ExtractionRefactoring",-Cohesion,0.011034199163868138,,0.4236842105263158,,2.1976453308885437,
"-Cohesion, ExtractionRefactoring, MajorContributor","ExtractionRefactoring, MajorContributor",-Cohesion,0.02604345144267014,,0.43280182232346237,,2.2449382828018623,
"-Cohesion, LowChangeSet, HighHunksCount","LowChangeSet, HighHunksCount",-Cohesion,0.026111986841203482,,0.3135802469135803,,1.626537285003928,
"-Cohesion, MajorContributor, HighHunksCount","MajorContributor, HighHunksCount",-Cohesion,0.07442944280720992,,0.32710843373493975,,1.696707840962142,
"HighChangeSet, -Size, HighHunksCount","HighChangeSet, HighHunksCount",-Size,0.010828592968268111,0.018909899888765295,0.30919765166340507,0.5368421052631579,1.3915801774894334,2.2412742382271467
"HighHunksCount, -Size, HighCodeChurn","HighHunksCount, HighCodeChurn",-Size,0.019601123980535946,0.027437893956247683,0.3227990970654627,0.4900662251655629,1.4527950725731544,2.045988559243844
"-Size, HighHunksCount, MinorContributor","HighHunksCount, MinorContributor",-Size,0.01247344253306833,,0.3913978494623656,,1.7615317771453969,
"+Complexity, +Coupling, HighHunksCount, +Contributor","HighHunksCount, +Contributor","+Complexity, +Coupling",0.02110890274826948,,0.3864491844416562,,1.9056032613005087,
"+Complexity, +Coupling, LowChangeSet, +Contributor","LowChangeSet, +Contributor","+Complexity, +Coupling",0.021451579740936193,,0.3174442190669371,,1.5653357892550452,
"+Complexity, +Coupling, MajorContributor, +Contributor","MajorContributor, +Contributor","+Complexity, +Coupling",0.03330820368720444,,0.5294117647058822,,2.610560006361449,
"+Complexity, +NumPullRequests, +Size, +Contributor","+NumPullRequests, +Contributor","+Complexity, +Size",0.014803646083201973,,0.33078101071975496,,1.2243596467305795,
"+Complexity, +NumPullRequests, MajorContributor, +Contributor","+NumPullRequests, MajorContributor, +Contributor",+Complexity,0.010485915975601398,,0.7251184834123222,,2.566764626751381,
"+Complexity, +Size, HighHunksCount, +Contributor","HighHunksCount, +Contributor","+Complexity, +Size",0.025358097457336713,,0.4642409033877039,,1.7183508425494642,
"+Complexity, +Size, LowChangeSet, +Contributor","LowChangeSet, +Contributor","+Complexity, +Size",0.026728805428003564,,0.39553752535496955,,1.4640507439001422,
"+Complexity, +Size, MajorContributor, +Contributor","MajorContributor, +Contributor","+Complexity, +Size",0.04132684531560551,,0.6568627450980391,,2.4313252952119453,
"-Cohesion, +Complexity, MajorContributor, +Contributor","MajorContributor, +Contributor","-Cohesion, +Complexity",0.02056061956000274,,0.326797385620915,,2.7325505178193525,
"+Complexity, LowChangeSet, HighHunksCount, +Contributor","LowChangeSet, HighHunksCount, +Contributor",+Complexity,0.010348845178534714,,0.5875486381322957,,2.0797967440534513,
"+Complexity, MajorContributor, HighHunksCount, +Contributor","MajorContributor, HighHunksCount, +Contributor",+Complexity,0.02186279213213625,,0.6316831683168318,,2.236023558687747,
"+Complexity, LowChangeSet, LowCodeChurn, +Contributor","LowChangeSet, LowCodeChurn, +Contributor",+Complexity,0.016517031046535537,,0.32923497267759566,,1.1654215153660354,
"+Complexity, LowChangeSet, MajorContributor, +Contributor","LowChangeSet, MajorContributor, +Contributor",+Complexity,0.01555753546706874,,0.7668918918918919,,2.7146335746226575,
"+Complexity, +Coupling, +NumPullRequests, HighHunksCount","+NumPullRequests, HighHunksCount","+Complexity, +Coupling",0.016996778836268933,,0.3905511811023622,,1.9258304438879914,
"+Complexity, +Coupling, +NumPullRequests, LowChangeSet","+NumPullRequests, LowChangeSet","+Complexity, +Coupling",0.01302172572133507,,0.3054662379421222,,1.506271672123523,
"+Complexity, +Coupling, +NumPullRequests, MajorContributor","+NumPullRequests, MajorContributor","+Complexity, +Coupling",0.03344527448427113,,0.3551673944687045,,1.75135094717569,
"+Complexity, +Coupling, +Size, ExtractionRefactoring",ExtractionRefactoring,"+Complexity, +Coupling, +Size",0.025289562058803373,,0.3804123711340206,,1.9293002805757715,
"+Complexity, +Coupling, +Size, HighHunksCount",HighHunksCount,"+Complexity, +Coupling, +Size",0.08025495168254404,,0.30937912813738444,,1.5690479175017644,
"+Complexity, +Coupling, HighHunksCount, +WordsInDiscussion","HighHunksCount, +WordsInDiscussion","+Complexity, +Coupling",0.013912685902268521,,0.3859315589353612,,1.9030508200154967,
"+Complexity, +Coupling, MajorContributor, +WordsInDiscussion","MajorContributor, +WordsInDiscussion","+Complexity, +Coupling",0.03104653553560414,,0.31091283459162666,,1.533129154959927,
"+WordsPerComment, +Complexity, +Coupling, MajorContributor","+WordsPerComment, MajorContributor","+Complexity, +Coupling",0.011788088547734905,,0.3071428571428571,,1.514539178293825,
"+Complexity, +Coupling, MajorContributor, -WordsPerComment","-WordsPerComment, MajorContributor","+Complexity, +Coupling",0.013158796518401754,,0.3096774193548387,,1.527037251032934,
"+Complexity, +Coupling, ExtractionRefactoring, HighHunksCount","ExtractionRefactoring, HighHunksCount","+Complexity, +Coupling",0.019052840792269207,,0.42769230769230765,,2.1089754854810616,
"+Complexity, +Coupling, LowChangeSet, ExtractionRefactoring","LowChangeSet, ExtractionRefactoring","+Complexity, +Coupling",0.012062230141868274,,0.4631578947368421,,2.283858344746625,
"+Complexity, +Coupling, ExtractionRefactoring, MajorContributor","ExtractionRefactoring, MajorContributor","+Complexity, +Coupling",0.023918854088136522,,0.39749430523917995,,1.9600673902483523,
"+Complexity, +Coupling, LowChangeSet, HighHunksCount","LowChangeSet, HighHunksCount","+Complexity, +Coupling",0.03241724350627099,,0.3893004115226337,,1.9196628268086342,
"+Complexity, +Coupling, MajorContributor, HighHunksCount","MajorContributor, HighHunksCount","+Complexity, +Coupling",0.07881570831334384,,0.3463855421686747,,1.7080471259828092,
"+Complexity, +Coupling, LowChangeSet, MajorContributor","LowChangeSet, MajorContributor","+Complexity, +Coupling",0.0697005003084093,,0.3031296572280179,,1.4947498575917568,
"+Complexity, +NumPullRequests, +Size, +WordsInDiscussion","+NumPullRequests, +WordsInDiscussion","+Complexity, +Size",0.024809814269069974,,0.3724279835390946,,1.378512609796786,
"+Complexity, +NumPullRequests, +Size, HighHunksCount","+NumPullRequests, HighHunksCount","+Complexity, +Size",0.020629154958536084,,0.47401574803149604,,1.7545316538629019,
"+Complexity, +NumPullRequests, +Size, LowChangeSet","+NumPullRequests, LowChangeSet","+Complexity, +Size",0.016242889452402164,,0.3810289389067524,,1.4103483631629692,
"+Complexity, +NumPullRequests, +Size, MajorContributor","+NumPullRequests, MajorContributor","+Complexity, +Size",0.042354876293605646,,0.4497816593886463,,1.6648310989699995,
"+Complexity, +NumPullRequests, HighHunksCount, +WordsInDiscussion","+NumPullRequests, HighHunksCount, +WordsInDiscussion",+Complexity,0.010143238982934686,,0.5342960288808665,,1.8912938761282685,
"+Complexity, +NumPullRequests, MajorContributor, +WordsInDiscussion","+NumPullRequests, MajorContributor, +WordsInDiscussion",+Complexity,0.022616681516003014,,0.47345767575322806,,1.675939094351128,
"+Complexity, +NumPullRequests, MajorContributor, HighHunksCount","+NumPullRequests, MajorContributor, HighHunksCount",+Complexity,0.020697690357069427,,0.569811320754717,,2.017010427251838,
"+Complexity, +NumPullRequests, LowChangeSet, MajorContributor","+NumPullRequests, LowChangeSet, MajorContributor",+Complexity,0.014803646083201973,,0.47787610619469023,,1.691579394829385,
"+WordsPerComment, +Complexity, +Size, +WordsInDiscussion","+WordsPerComment, +WordsInDiscussion","+Complexity, +Size",0.018161880611335755,,0.3132387706855792,,1.159428438121077,
"+Complexity, -WordsPerComment, +Size, +WordsInDiscussion","-WordsPerComment, +WordsInDiscussion","+Complexity, +Size",0.01884723459666918,,0.34591194968553457,,1.2803656158958994,
"+Complexity, +Size, HighHunksCount, +WordsInDiscussion","HighHunksCount, +WordsInDiscussion","+Complexity, +Size",0.017613597423069016,,0.4885931558935361,,1.8084887715988294,
"+Complexity, +Size, LowChangeSet, +WordsInDiscussion","LowChangeSet, +WordsInDiscussion","+Complexity, +Size",0.016996778836268933,,0.38271604938271603,,1.4165930686309511,
"+Complexity, +Size, MajorContributor, +WordsInDiscussion","MajorContributor, +WordsInDiscussion","+Complexity, +Size",0.04105270372147214,,0.4111187371310913,,1.5217233621206885,
"+WordsPerComment, +Complexity, +Size, MajorContributor","+WordsPerComment, MajorContributor","+Complexity, +Size",0.015077787677335345,,0.39285714285714285,,1.4541295209103429,
"+Complexity, -WordsPerComment, +Size, MajorContributor","-WordsPerComment, MajorContributor","+Complexity, +Size",0.017133849633335616,,0.4032258064516129,,1.4925083059197066,
"+Complexity, +Size, ExtractionRefactoring, HighHunksCount","ExtractionRefactoring, HighHunksCount","+Complexity, +Size",0.02604345144267014,,0.5846153846153845,,2.163907426921125,
"+Complexity, +Size, ExtractionRefactoring, LowChangeSet","LowChangeSet, ExtractionRefactoring","+Complexity, +Size",0.01747652662600233,,0.6710526315789473,,2.4838480333253226,
"+Complexity, +Size, ExtractionRefactoring, MajorContributor","ExtractionRefactoring, MajorContributor","+Complexity, +Size",0.03440477006373792,,0.571753986332574,,2.1163019823892917,
"+Complexity, +Size, LowChangeSet, HighHunksCount","LowChangeSet, HighHunksCount","+Complexity, +Size",0.04077856212733877,0.011865035224323322,0.4897119341563786,0.36363636363636365,1.812629840506271,5.359165424739195
"+Complexity, +Size, HighHunksCount, LowCodeChurn","HighHunksCount, LowCodeChurn","+Complexity, +Size",0.01740799122746899,,0.4006309148264985,,1.4829035206071637,
"+Complexity, +Size, HighHunksCount, MajorContributor","MajorContributor, HighHunksCount","+Complexity, +Size",0.10047289424988007,,0.441566265060241,,1.634422469176554,
"+Complexity, +Size, LowChangeSet, LowCodeChurn","LowChangeSet, LowCodeChurn","+Complexity, +Size",0.06805565074360907,,0.30173199635369186,,1.116837026584657,
"+Complexity, +Size, LowChangeSet, MajorContributor","LowChangeSet, MajorContributor","+Complexity, +Size",0.092454252621479,,0.40208643815201195,,1.4882910246260799,
"+Complexity, +Size, RenameRefactoring, MajorContributor","RenameRefactoring, MajorContributor","+Complexity, +Size",0.010074703584401344,,0.328125,,1.2145286339421615,
"+WordsPerComment, +Complexity, MajorContributor, +WordsInDiscussion","+WordsPerComment, MajorContributor, +WordsInDiscussion",+Complexity,0.015351929271468714,,0.39999999999999997,,1.4159146045608926,
"+Complexity, -WordsPerComment, MajorContributor, +WordsInDiscussion","-WordsPerComment, MajorContributor, +WordsInDiscussion",+Complexity,0.01768213282160236,,0.4161290322580645,,1.473007935389961,
"+Complexity, MajorContributor, HighHunksCount, +WordsInDiscussion","MajorContributor, HighHunksCount, +WordsInDiscussion",+Complexity,0.01740799122746899,,0.5415778251599148,,1.9170698803756228,
"+Complexity, LowChangeSet, LowCodeChurn, +WordsInDiscussion","LowChangeSet, LowCodeChurn, +WordsInDiscussion",+Complexity,0.010622986772668083,,0.3362255965292842,,1.1901668313825293,
"+Complexity, LowChangeSet, MajorContributor, +WordsInDiscussion","LowChangeSet, MajorContributor, +WordsInDiscussion",+Complexity,0.015351929271468714,,0.45714285714285713,,1.618188119498163,
"+Complexity, LowCodeChurn, MajorContributor, +WordsInDiscussion","LowCodeChurn, MajorContributor, +WordsInDiscussion",+Complexity,0.010006168185868,,0.34679334916864607,,1.2275744196311777,
"-Cohesion, +Complexity, ExtractionRefactoring, HighHunksCount","ExtractionRefactoring, HighHunksCount","-Cohesion, +Complexity",0.015009252278802001,,0.3369230769230769,,2.8172175446330168,
"-Cohesion, +Complexity, ExtractionRefactoring, MajorContributor","ExtractionRefactoring, MajorContributor","-Cohesion, +Complexity",0.018984305393735863,,0.3154897494305239,,2.6380005352096125,
"+Complexity, LowChangeSet, ExtractionRefactoring, HighHunksCount","LowChangeSet, ExtractionRefactoring, HighHunksCount",+Complexity,0.012130765540401618,,0.7080000000000001,,2.5061688500727803,
"+Complexity, MajorContributor, ExtractionRefactoring, HighHunksCount","MajorContributor, ExtractionRefactoring, HighHunksCount",+Complexity,0.026523199232403535,,0.6313213703099511,,2.2347428709831383,
"+Complexity, LowChangeSet, ExtractionRefactoring, MajorContributor","LowChangeSet, ExtractionRefactoring, MajorContributor",+Complexity,0.01610581865533548,,0.7057057057057057,,2.49804753807665,
"+Complexity, MajorContributor, HighHunksCount, HighCodeChurn","HighHunksCount, MajorContributor, HighCodeChurn",+Complexity,0.018778699198135837,,0.34595959595959597,,1.2246231112679438,
"+Complexity, LowChangeSet, HighHunksCount, LowCodeChurn","LowChangeSet, HighHunksCount, LowCodeChurn",+Complexity,0.016585566445068877,,0.4321428571428571,,1.5296934567131073,
"+Complexity, LowChangeSet, HighHunksCount, MajorContributor","LowChangeSet, HighHunksCount, MajorContributor",+Complexity,0.040435885134672056,0.011494252873563218,0.5576559546313798,0.40259740259740256,1.9739830262072933,5.59693399384121
"+Complexity, MajorContributor, HighHunksCount, LowCodeChurn","MajorContributor, HighHunksCount, LowCodeChurn",+Complexity,0.016448495648002194,,0.4660194174757282,,1.6496092480321083,
"+Complexity, LowChangeSet, MajorContributor, LowCodeChurn","LowChangeSet, MajorContributor, LowCodeChurn",+Complexity,0.057569734768007676,,0.34840315221899626,,1.2332727787548214,
"+Coupling, +NumPullRequests, +Size, +Contributor","+NumPullRequests, +Contributor","+Coupling, +Size",0.01795627441573573,,0.4012251148545176,,1.4465716952908987,
"+Coupling, +NumPullRequests, MajorContributor, +Contributor","+NumPullRequests, MajorContributor, +Contributor",+Coupling,0.010348845178534714,,0.7156398104265402,,2.03784162254755,
"+Coupling, +NumPullRequests, MinorContributor, +Contributor","+NumPullRequests, MinorContributor, +Contributor",+Coupling,0.011308340758001507,,0.3733031674208145,,1.0630106393124714,
"+Coupling, +Size, +WordsInDiscussion, +Contributor","+WordsInDiscussion, +Contributor","+Coupling, +Size",0.010691522171201425,,0.32365145228215764,,1.1668886435011026,
"+Coupling, +Size, HighCodeChurn, +Contributor","HighCodeChurn, +Contributor","+Coupling, +Size",0.012404907134534987,,0.3875802997858672,,1.3973768604338,
"+Coupling, +Size, HighHunksCount, +Contributor","HighHunksCount, +Contributor","+Coupling, +Size",0.027140017819203617,,0.4968632371392723,,1.7913841099824863,
"+Coupling, +Size, LowChangeSet, +Contributor","LowChangeSet, +Contributor","+Coupling, +Size",0.028099513398670412,,0.41582150101419874,,1.4991973119096056,
"+Coupling, +Size, LowCodeChurn, +Contributor","LowCodeChurn, +Contributor","+Coupling, +Size",0.020766225755602767,,0.3020937188434696,,1.0891646779454076,
"+Coupling, +Size, MajorContributor, +Contributor","MajorContributor, +Contributor","+Coupling, +Size",0.037488862997738334,,0.5958605664488017,,2.1483077650245774,
"+Coupling, LowChangeSet, HighHunksCount, +Contributor","LowChangeSet, HighHunksCount, +Contributor",+Coupling,0.010691522171201425,,0.6070038910505836,,1.7284921495548526,
"+Coupling, MajorContributor, HighHunksCount, +Contributor","MajorContributor, HighHunksCount, +Contributor",+Coupling,0.022822287711603044,,0.6594059405940594,,1.8777111786120064,
"+Coupling, LowChangeSet, LowCodeChurn, +Contributor","LowChangeSet, LowCodeChurn, +Contributor",+Coupling,0.02247961071893633,,0.4480874316939891,,1.2759648157390702,
"+Coupling, LowChangeSet, MajorContributor, +Contributor","LowChangeSet, MajorContributor, +Contributor",+Coupling,0.014323898293468576,,0.706081081081081,,2.010622375888769,
"+Coupling, LowChangeSet, MinorContributor, +Contributor","LowChangeSet, MinorContributor, +Contributor",+Coupling,0.01994380097320266,,0.4217391304347826,,1.200935919628008,
"+Coupling, MinorContributor, LowCodeChurn, +Contributor","MinorContributor, LowCodeChurn, +Contributor",+Coupling,0.02138304434240285,,0.3661971830985915,,1.0427757803652515,
"+NumPullRequests, +Size, +WordsInDiscussion, +Contributor","+NumPullRequests, +WordsInDiscussion, +Contributor",+Size,0.011788088547734905,0.02224694104560623,0.6323529411764706,0.5714285714285714,1.3505066985810719,1.9758241758241755
"+NumPullRequests, +Size, MajorContributor, +Contributor","+NumPullRequests, MajorContributor, +Contributor",+Size,0.012130765540401618,0.013718946978123842,0.8388625592417062,0.5441176470588235,1.7915461946568698,1.8813914027149319
"+NumPullRequests, +Size, MinorContributor, +Contributor","+NumPullRequests, MinorContributor, +Contributor",+Size,0.01555753546706874,0.02224694104560623,0.5135746606334841,0.46153846153846156,1.0968337051087773,1.5958579881656805
"+WordsPerComment, +Size, +WordsInDiscussion, +Contributor","+WordsPerComment, +WordsInDiscussion, +Contributor",+Size,0.012336371736001646,0.028921023359288096,0.6642066420664207,0.5864661654135338,1.418536170139219,2.02781954887218
"+Size, MinorContributor, +WordsInDiscussion, +Contributor","MinorContributor, +WordsInDiscussion, +Contributor",+Size,0.013981221300801865,0.021876158694846125,0.5604395604395604,0.5462962962962963,1.196922369199887,1.8889245014245013
"-Cohesion, +Size, MajorContributor, +Contributor","MajorContributor, +Contributor","-Cohesion, +Size",0.021999862929202932,,0.349673202614379,,2.444696549758699,
"HighChangeSet, +Size, MinorContributor, +Contributor","HighChangeSet, MinorContributor, +Contributor",+Size,0.01110273456240148,0.02039302929180571,0.42408376963350786,0.3055555555555556,0.9057093505155904,1.056517094017094
"+Size, LowChangeSet, HighHunksCount, +Contributor","LowChangeSet, HighHunksCount, +Contributor",+Size,0.012816119525735041,,0.7276264591439688,,1.5539809229171033,
"MajorContributor, +Size, HighHunksCount, +Contributor","MajorContributor, HighHunksCount, +Contributor",+Size,0.026865876225070248,0.012977382276603633,0.7762376237623763,0.32407407407407407,1.6577990585943843,1.120548433048433
"+Size, LowChangeSet, LowCodeChurn, +Contributor","LowChangeSet, LowCodeChurn, +Contributor",+Size,0.027345624014803647,0.01557285873192436,0.5450819672131147,0.46153846153846156,1.164123387530234,1.5958579881656805
"MajorContributor, +Size, LowChangeSet, +Contributor","LowChangeSet, MajorContributor, +Contributor",+Size,0.01720238503186896,,0.8479729729729729,,1.8110031687132098,
"+Size, LowChangeSet, MinorContributor, +Contributor","LowChangeSet, MinorContributor, +Contributor",+Size,0.023164964704269757,0.010752688172043012,0.48985507246376814,0.3815789473684211,1.0461761361707906,1.3193825910931174
"+Size, MinorContributor, LowCodeChurn, +Contributor","MinorContributor, LowCodeChurn, +Contributor",+Size,0.02494688506613666,0.02039302929180571,0.4272300469483568,0.3618421052631579,0.9124288078195952,1.2511386639676112
"-Cohesion, MajorContributor, HighHunksCount, +Contributor","MajorContributor, HighHunksCount, +Contributor",-Cohesion,0.015968747858268795,,0.4613861386138614,,2.393204816393477,
"+Coupling, +NumPullRequests, +WordsInDiscussion, +Size","+NumPullRequests, +WordsInDiscussion","+Coupling, +Size",0.025837845247070113,,0.3878600823045268,,1.3983855846072029,
"+WordsPerComment, +Coupling, +NumPullRequests, +Size","+WordsPerComment, +NumPullRequests","+Coupling, +Size",0.010485915975601398,,0.39534883720930236,,1.4253854419868868,
"+Coupling, +NumPullRequests, HighHunksCount, +Size","+NumPullRequests, HighHunksCount","+Coupling, +Size",0.02083476115413611,,0.4787401574803149,,1.7260433995046391,
"+Coupling, +NumPullRequests, LowChangeSet, +Size","+NumPullRequests, LowChangeSet","+Coupling, +Size",0.017270920430402303,,0.40514469453376206,,1.4607032957603465,
"+Coupling, +NumPullRequests, LowCodeChurn, +Size","+NumPullRequests, LowCodeChurn","+Coupling, +Size",0.01192515934480159,,0.31071428571428567,,1.1202451551413743,
"+Coupling, +NumPullRequests, MajorContributor, +Size","+NumPullRequests, MajorContributor","+Coupling, +Size",0.04112123912000548,,0.43668122270742354,,1.5744046751974343,
"+WordsPerComment, +Coupling, +NumPullRequests, +WordsInDiscussion","+WordsPerComment, +NumPullRequests, +WordsInDiscussion",+Coupling,0.01219930093893496,,0.45994832041343675,,1.3097396454239765,
"+Coupling, +NumPullRequests, -WordsPerComment, +WordsInDiscussion","+NumPullRequests, -WordsPerComment, +WordsInDiscussion",+Coupling,0.010417380577068055,,0.4983606557377049,,1.4191218438463802,
"+Coupling, +NumPullRequests, MajorContributor, +WordsInDiscussion","+NumPullRequests, MajorContributor, +WordsInDiscussion",+Coupling,0.023370570899869783,,0.4892395982783357,,1.3931489029038244,
"+Coupling, +NumPullRequests, HighHunksCount, MajorContributor","+NumPullRequests, MajorContributor, HighHunksCount",+Coupling,0.020903296552669454,0.011123470522803115,0.5754716981132075,0.4,1.6387017070979335,2.13201581027668
"+Coupling, +NumPullRequests, LowChangeSet, LowCodeChurn","+NumPullRequests, LowChangeSet, LowCodeChurn",+Coupling,0.01137687615653485,,0.38337182448036955,,1.0916819459393192,
"+Coupling, +NumPullRequests, LowChangeSet, MajorContributor","+NumPullRequests, LowChangeSet, MajorContributor",+Coupling,0.014598039887601947,,0.47123893805309736,,1.3418905825785994,
"+WordsPerComment, +Coupling, +Size, +WordsInDiscussion","+WordsPerComment, +WordsInDiscussion","+Coupling, +Size",0.021245973545336166,,0.36643026004728135,,1.321122788324656,
"+Coupling, +Size, -WordsPerComment, +WordsInDiscussion","-WordsPerComment, +WordsInDiscussion","+Coupling, +Size",0.020423548762936058,,0.3748427672955975,,1.351453130123564,
"+Coupling, +Size, HighHunksCount, +WordsInDiscussion","HighHunksCount, +WordsInDiscussion","+Coupling, +Size",0.016585566445068877,,0.46007604562737636,,1.658752058746985,
"+Coupling, +Size, LowChangeSet, +WordsInDiscussion","LowChangeSet, +WordsInDiscussion","+Coupling, +Size",0.01747652662600233,,0.3935185185185185,,1.4187864353110213,
"+Coupling, +Size, LowCodeChurn, +WordsInDiscussion","LowCodeChurn, +WordsInDiscussion","+Coupling, +Size",0.012610513330135015,,0.3006535947712418,,1.083972473760116,
"+Coupling, +Size, MajorContributor, +WordsInDiscussion","MajorContributor, +WordsInDiscussion","+Coupling, +Size",0.040847097525872116,,0.4090597117364448,,1.4748184467374514,
"+WordsPerComment, +Coupling, +Size, MajorContributor","+WordsPerComment, MajorContributor","+Coupling, +Size",0.016585566445068877,0.01260659992584353,0.4321428571428571,0.3090909090909091,1.558042112323061,2.5969413763806286
"+Coupling, +Size, -WordsPerComment, MajorContributor","-WordsPerComment, MajorContributor","+Coupling, +Size",0.017613597423069016,,0.41451612903225804,,1.494490941119268,
"+Coupling, +Size, ExtractionRefactoring, HighHunksCount","ExtractionRefactoring, HighHunksCount","+Coupling, +Size",0.020766225755602767,,0.4661538461538461,,1.6806648799680672,
"+Coupling, +Size, ExtractionRefactoring, LowChangeSet","LowChangeSet, ExtractionRefactoring","+Coupling, +Size",0.013432938112535124,,0.5157894736842105,,1.8596205116200433,
"+Coupling, +Size, ExtractionRefactoring, MajorContributor","ExtractionRefactoring, MajorContributor","+Coupling, +Size",0.026249057638270165,,0.4362186788154897,,1.5727370255984212,
"+Coupling, +Size, LowChangeSet, HighHunksCount","LowChangeSet, HighHunksCount","+Coupling, +Size",0.03913371256253855,0.010381905821282907,0.46995884773662555,0.3181818181818182,1.6943833820916985,2.673322005097706
"+Coupling, +Size, HighHunksCount, LowCodeChurn","HighHunksCount, LowCodeChurn","+Coupling, +Size",0.01692824343773559,,0.38958990536277605,,1.4046222656654967,
"+Coupling, +Size, HighHunksCount, MajorContributor","MajorContributor, HighHunksCount","+Coupling, +Size",0.09430470838187924,,0.4144578313253012,,1.4942807553416035,
"+Coupling, +Size, LowChangeSet, LowCodeChurn","LowChangeSet, LowCodeChurn","+Coupling, +Size",0.06819272154067577,,0.30233971437253115,,1.0900515869556713,
"+Coupling, +Size, LowChangeSet, MajorContributor","LowChangeSet, MajorContributor","+Coupling, +Size",0.08642313755054486,,0.37585692995529063,,1.355109578694748,
"+WordsPerComment, +Coupling, MajorContributor, +WordsInDiscussion","+WordsPerComment, MajorContributor, +WordsInDiscussion",+Coupling,0.018504557604002467,0.015202076381164257,0.4821428571428571,0.3727272727272727,1.372940364670458,1.9866510959396333
"+Coupling, MajorContributor, -WordsPerComment, +WordsInDiscussion","-WordsPerComment, MajorContributor, +WordsInDiscussion",+Coupling,0.01966965937906929,,0.4629032258064516,,1.318153974969152,
"+Coupling, MajorContributor, HighHunksCount, +WordsInDiscussion","MajorContributor, HighHunksCount, +WordsInDiscussion",+Coupling,0.016996778836268933,,0.5287846481876334,,1.5057565967419513,
"+Coupling, LowChangeSet, LowCodeChurn, +WordsInDiscussion","LowChangeSet, LowCodeChurn, +WordsInDiscussion",+Coupling,0.012541977931601672,,0.3969631236442516,,1.1303842578246048,
"+Coupling, LowChangeSet, MajorContributor, +WordsInDiscussion","LowChangeSet, MajorContributor, +WordsInDiscussion",+Coupling,0.015694606264135425,,0.46734693877551015,,1.3308078032149626,
"+Coupling, LowCodeChurn, MajorContributor, +WordsInDiscussion","LowCodeChurn, MajorContributor, +WordsInDiscussion",+Coupling,0.010965663765334796,,0.38004750593824227,,1.0822156828932266,
"+Coupling, LowChangeSet, ExtractionRefactoring, HighHunksCount","LowChangeSet, ExtractionRefactoring, HighHunksCount",+Coupling,0.010006168185868,,0.5840000000000001,,1.6629867291178768,
"+Coupling, MajorContributor, ExtractionRefactoring, HighHunksCount","MajorContributor, ExtractionRefactoring, HighHunksCount",+Coupling,0.02213693372626962,,0.5269168026101142,,1.5004377570031568,
"+Coupling, LowChangeSet, ExtractionRefactoring, MajorContributor","LowChangeSet, ExtractionRefactoring, MajorContributor",+Coupling,0.012404907134534987,,0.5435435435435435,,1.5477837322099617,
"HighHunksCount, +Coupling, MajorContributor, HighCodeChurn","HighHunksCount, MajorContributor, HighCodeChurn",+Coupling,0.02104036734973614,,0.38762626262626265,,1.1037967989812252,
"+Coupling, LowChangeSet, HighHunksCount, LowCodeChurn","LowChangeSet, HighHunksCount, LowCodeChurn",+Coupling,0.017887739017202385,,0.4660714285714285,,1.3271756858481096,
"+Coupling, LowChangeSet, HighHunksCount, MajorContributor","LowChangeSet, HighHunksCount, MajorContributor",+Coupling,0.04064149133027208,0.010381905821282907,0.5604914933837428,0.3636363636363636,1.5960443754805214,1.9381961911606178
"+Coupling, MajorContributor, HighHunksCount, LowCodeChurn","MajorContributor, HighHunksCount, LowCodeChurn",+Coupling,0.01665410184360222,,0.47184466019417476,,1.3436154248425456,
"+Coupling, LowChangeSet, MajorContributor, LowCodeChurn","LowChangeSet, MajorContributor, LowCodeChurn",+Coupling,0.06188746487560825,,0.37453338863542096,,1.0665137926579678,
"+Coupling, LowChangeSet, MinorContributor, LowCodeChurn","LowChangeSet, MinorContributor, LowCodeChurn",+Coupling,0.02247961071893633,,0.37272727272727274,,1.0613707330920445,
